response A record, cluster size
0.8.216.231,37
0.9.52.175,4
0.8.218.73,1
0.8.206.238,31
0.8.255.68,123
0.8.200.65,72
0.8.218.118,8
0.8.228.196,1
0.8.226.168,1
0.8.222.96,1
0.10.88.23,1
0.8.200.64,28
0.8.230.191,375
0.8.213.252,1
198.57.247.226,51
0.8.202.97,120
0.8.187.187,46
0.8.158.137,150
0.8.216.156,8
0.8.222.24,7
0.8.203.132,156
0.8.210.142,72
108.167.189.58,56
0.9.11.108,139
0.8.210.122,1
0.8.197.93,60
0.8.217.25,53
0.8.217.101,1
0.8.218.65,82
0.8.223.40,962
0.8.214.158,13
0.8.216.38,46
0.11.35.254,11
67.20.112.63,118
162.210.69.145,28
162.241.123.164,78
0.8.210.200,30
0.8.212.159,1
0.8.211.224,174
67.20.112.102,7
0.10.93.105,2
0.8.214.213,37
0.8.220.194,179
0.8.213.4,15
0.8.210.113,184
66.96.8.116,1
0.8.220.172,1
0.8.213.94,5
0.8.214.7,69
0.9.9.83,846
0.8.116.124,923
0.11.18.150,2823
0.8.238.231,80
108.167.189.70,53
0.8.211.165,1
0.8.183.253,164
0.8.220.115,59
0.8.220.17,60
0.8.115.48,84
0.8.214.197,2
0.8.213.199,41
0.8.189.31,653
0.8.170.210,484
0.10.92.104,1
0.8.215.126,2
0.8.214.221,89
162.241.173.250,31
0.8.214.103,7
0.8.208.230,78
50.87.253.197,177
0.8.129.242,915
0.8.168.181,934
0.8.168.68,333
0.9.33.247,259
0.8.220.178,100
0.8.216.29,409
0.8.238.255,103
0.8.210.133,60
0.9.33.134,18
0.8.213.248,117
50.87.175.132,39
0.10.109.242,78
0.8.222.37,7
0.8.210.171,10
0.8.220.74,3
0.8.210.207,197
0.8.210.179,112
0.8.192.99,268
0.8.222.226,178
0.9.56.40,1
162.241.248.17,87
0.8.151.243,1149
0.8.229.42,1
50.87.253.83,122
0.8.228.204,13
0.8.223.81,5
0.9.109.197,125
198.57.247.139,50
0.8.220.147,5
0.8.230.184,1
0.8.211.11,3
0.8.229.15,1
0.8.188.215,894
0.8.223.112,2
0.8.223.222,2
0.8.116.235,869
0.10.188.9,120
0.8.215.20,163
0.9.9.0,85
0.8.218.234,22
0.8.230.128,12
0.8.120.31,400
162.214.80.143,4
0.10.145.96,293
0.9.235.120,67
0.8.230.22,1
0.8.103.225,880
0.8.233.98,1
0.8.219.134,116
0.8.224.216,1
0.8.238.154,1
162.241.252.176,7
34.117.238.68,7
0.8.219.75,23
0.8.218.77,312
0.8.163.101,556
0.8.235.28,1
0.8.223.99,8
0.8.224.137,16
52.213.114.86,2
0.8.220.73,129
135.181.114.242,1
198.57.247.174,95
0.8.223.103,1
173.254.29.172,90
0.8.230.215,63
0.8.233.242,56
0.8.234.18,6
0.8.151.44,312
0.8.224.178,1
0.8.223.102,385
0.8.199.62,774
67.20.115.102,57
67.20.113.35,93
0.9.21.144,964
0.8.129.234,3778
0.8.243.134,22
50.87.144.67,59
0.8.170.176,2
0.8.225.121,575
0.8.225.20,722
0.8.131.252,44
0.8.225.175,165
0.8.213.42,214
0.8.222.170,41
0.8.125.196,17
0.8.231.95,3
0.8.222.67,11
0.8.140.203,258
0.8.227.159,117
0.8.183.8,129
0.9.3.140,8
0.8.222.101,5
0.8.223.26,120
0.8.247.163,1
0.8.229.146,2
0.8.235.11,892
0.8.227.88,15
0.8.239.63,5
0.8.192.76,139
0.8.224.46,2
0.8.163.233,11
0.8.229.245,8
0.8.226.50,44
0.8.225.118,18
50.87.253.77,141
0.11.49.48,105
0.8.240.239,5
50.87.144.70,65
0.8.236.25,19
0.8.226.154,6
0.8.215.69,75
0.8.141.19,912
0.9.144.0,373
172.31.255.254,29
0.8.225.100,23
0.8.225.206,338
0.8.219.228,953
0.9.26.96,1386
0.9.50.105,1
0.8.226.176,991
0.8.235.200,6
173.254.28.234,33
0.8.244.105,1
0.10.161.175,14
0.8.233.52,3
0.8.229.172,190
0.8.227.61,480
143.95.77.250,6
87.204.26.101,2
0.8.234.168,15
67.222.38.85,6
0.8.228.254,3
50.87.172.239,247
0.8.243.15,2
0.8.166.204,952
0.8.126.251,1213
0.8.244.38,536
0.9.13.219,34
0.8.254.129,1
0.8.227.201,8
0.8.225.169,5
0.8.230.12,134
0.8.241.210,41
0.8.228.72,3
0.8.194.163,233
0.8.238.248,1
0.8.233.147,6
0.8.223.242,1157
0.8.103.232,674
204.11.56.180,39
0.8.228.80,86
0.8.122.235,138
50.87.144.18,50
0.8.229.70,201
0.8.235.219,16
69.195.110.11,34
198.57.247.221,93
0.8.142.127,944
0.8.238.250,15
0.8.229.99,338
0.8.235.134,1
0.10.108.174,1
0.9.92.242,91
0.8.242.168,23
0.8.230.182,6
0.8.224.11,4
0.11.59.0,1
0.8.147.31,1286
0.8.241.235,1
0.8.242.142,2
0.8.239.210,114
0.8.237.15,2
0.8.229.222,77
162.241.216.77,5
0.9.251.210,337
162.241.244.133,14
0.8.233.153,16
0.8.233.120,1
0.8.243.236,38
0.11.59.206,11
0.8.177.237,913
0.8.239.7,1
0.8.155.211,176
0.8.233.160,20
0.9.16.89,2
0.9.29.134,4
0.8.238.18,804
0.8.242.110,69
0.8.236.204,75
0.8.190.63,410
0.9.22.121,15
0.8.250.68,2
0.8.233.64,1
0.8.118.224,891
0.8.236.24,3
50.87.144.104,49
0.8.249.86,24
0.8.229.18,712
0.8.230.51,103
0.8.237.184,2
0.8.241.46,10
0.8.229.139,170
0.8.147.247,1270
0.8.244.170,7
50.87.253.119,97
0.8.249.76,10
0.9.36.87,319
0.8.230.159,108
0.8.253.200,3
0.8.195.81,110
0.8.236.64,48
0.8.238.104,1
0.8.238.62,607
0.8.234.242,714
0.8.152.18,1215
0.10.121.219,2
0.8.182.193,375
0.8.243.74,38
0.8.237.45,4
50.87.176.106,177
0.8.242.152,16
0.8.242.66,1
0.8.135.235,185
0.10.82.143,143
0.8.234.11,8
0.8.249.11,143
0.9.1.252,100
0.8.243.23,5
0.8.252.145,137
0.11.65.32,2
0.8.235.172,1
0.9.2.212,1
0.8.226.134,900
0.10.197.92,6
0.8.245.36,50
0.8.196.8,900
51.89.93.193,1
0.8.236.52,291
0.9.7.56,33
0.9.48.210,1331
0.8.228.103,251
0.9.1.15,14
119.18.54.172,29
50.87.179.16,25
0.9.189.172,815
0.9.6.99,1
0.8.251.130,1
0.8.240.98,25
0.8.242.237,2
0.9.6.250,1
0.8.240.186,15
0.8.111.217,913
0.8.118.244,1572
0.9.5.140,54
0.8.245.54,1
0.8.241.164,5
67.20.115.243,18
108.167.133.27,73
0.8.102.150,927
0.8.252.237,59
0.8.240.41,1
0.11.69.28,88
50.87.216.37,179
0.9.5.200,1
192.185.4.16,88
0.9.0.27,8
50.87.233.200,23
0.8.248.41,1
0.8.107.42,862
0.10.123.14,103
0.8.249.248,346
0.9.12.58,3
50.87.224.250,42
0.8.107.1,1359
0.8.187.130,44
0.8.247.236,5
0.10.132.110,2
0.8.210.8,234
0.10.114.146,385
0.8.245.73,44
0.8.144.83,201
0.8.251.209,49
0.8.250.238,27
0.8.176.179,908
0.9.79.109,90
0.8.248.158,66
0.8.248.100,418
0.9.15.29,214
50.87.144.68,50
173.254.30.77,57
162.241.216.176,7
0.8.248.5,1
0.8.250.173,2
0.8.244.155,205
0.8.246.130,56
0.8.245.106,8
0.9.6.188,1
0.8.254.176,39
0.10.128.15,1
198.57.247.169,51
0.8.247.51,4
0.8.114.239,980
192.254.250.185,68
192.185.4.128,65
108.167.133.28,64
0.9.7.39,10
0.8.126.179,242
0.8.243.149,3
108.167.159.5,6
0.10.128.157,1
0.8.142.140,847
0.8.250.159,40
69.195.73.47,55
0.8.246.131,39
0.8.246.144,84
185.226.65.169,1
0.10.132.12,156
0.8.251.183,139
0.9.16.164,2
0.8.252.35,53
0.9.6.248,50
0.9.37.23,18
0.8.209.142,140
198.57.247.151,49
50.87.249.231,7
0.9.40.222,1
67.222.39.95,94
13.248.140.70,8
0.8.203.117,475
0.8.108.244,1125
0.8.249.1,1
0.9.85.74,5
0.8.254.39,197
0.8.247.190,16
50.87.239.235,137
0.8.166.241,617
0.8.247.249,2
0.9.45.189,112
0.9.43.193,224
0.10.140.184,2
0.9.1.206,4
0.9.4.52,21
0.8.129.251,922
0.9.91.104,5
0.9.6.212,137
0.8.255.137,6
0.9.93.84,31
0.8.127.99,939
0.9.5.242,1
0.8.159.14,845
0.9.47.253,134
0.8.230.144,110
0.9.4.129,2
0.8.247.188,12
0.8.253.106,751
74.220.219.18,21
0.8.252.102,8
0.8.253.48,1
0.11.79.230,1
0.8.253.202,119
0.9.9.252,6
67.20.112.233,126
0.8.246.226,4
0.9.35.100,3
0.9.2.112,6
0.8.244.232,32
50.87.140.201,22
0.8.124.141,946
0.8.241.182,93
0.9.3.42,495
0.8.252.193,62
67.20.76.68,5
0.8.109.251,1082
0.8.251.75,1
0.8.255.15,103
0.9.0.92,42
0.9.10.104,1
0.8.255.157,78
0.9.1.220,23
50.87.253.71,144
0.8.220.166,6
0.8.254.167,1
0.9.24.47,18
0.8.253.179,23
0.8.148.242,873
192.185.4.34,55
0.9.11.187,1
0.8.247.140,623
0.8.254.94,4
0.10.139.46,10
0.9.18.161,21
0.10.131.114,1
0.9.9.56,121
0.9.8.28,1
0.8.246.4,95
0.9.92.56,1
0.9.7.58,34
50.87.144.164,66
0.8.141.141,938
74.220.219.186,11
118.107.15.179,163
0.9.20.232,132
0.9.6.83,18
50.87.144.42,48
192.185.4.39,71
0.9.24.152,144
0.8.127.158,289
162.241.151.162,27
0.9.14.208,13
0.9.3.220,2
0.9.16.23,35
0.9.17.216,14
0.8.148.175,364
50.87.253.239,122
0.10.161.110,9
0.8.212.183,415
0.9.5.37,41
0.9.1.231,4
0.8.163.139,763
0.8.241.244,582
0.9.0.173,34
0.8.134.154,35
0.8.253.247,15
0.8.181.227,542
192.185.4.162,69
0.9.10.27,57
0.9.139.253,1811
162.215.117.174,12
199.59.243.225,73
0.8.213.26,555
0.9.5.0,2
0.9.4.58,390
0.8.118.179,876
0.8.193.6,944
198.57.247.224,51
0.8.164.23,210
50.87.253.95,124
0.9.7.83,13
0.8.159.145,41
0.9.6.15,18
0.9.4.82,51
0.9.1.154,106
0.8.171.175,903
0.9.3.51,25
0.9.7.221,21
192.254.250.174,69
0.9.6.211,22
0.9.10.220,32
0.9.22.176,166
0.10.131.67,5
0.11.88.17,1
192.254.250.170,60
0.9.59.115,24
0.9.10.238,16
0.9.10.114,40
0.8.240.100,518
0.9.1.37,16
0.9.8.30,79
0.8.195.101,72
0.9.11.156,75
0.8.121.157,178
0.9.14.193,8
50.116.65.49,133
0.8.114.182,35
0.8.116.106,584
0.9.9.166,18
0.9.7.162,43
0.9.46.192,1
0.10.133.224,2
0.9.10.112,5
0.9.9.32,3
0.9.18.82,9
0.9.51.6,13
0.9.8.149,1
0.8.138.121,4
0.9.10.187,23
0.9.11.110,128
0.9.12.240,21
0.9.4.250,9
0.9.6.88,79
0.9.16.90,48
0.9.1.40,108
0.9.18.221,27
0.9.4.226,7
0.9.12.237,3
0.9.33.224,83
0.10.176.202,5
0.8.200.103,87
198.57.247.208,48
0.9.9.200,1
0.9.8.157,9
0.9.21.228,71
0.9.7.235,1
0.9.7.99,4
0.9.2.40,472
0.9.9.9,46
0.9.10.97,217
0.10.157.212,223
198.57.247.193,54
0.9.8.11,1
0.8.182.239,2
0.8.180.193,252
0.9.16.144,33
0.10.12.202,93
108.179.200.122,30
0.10.147.23,1
0.9.19.31,5
0.9.45.227,88
0.9.13.56,2
0.9.21.61,7
0.9.32.173,2
0.9.7.21,1
0.10.138.251,1
0.9.34.250,6
0.9.18.97,1
0.9.37.62,6
0.9.9.130,1
0.9.21.50,3
0.8.188.72,256
0.8.134.49,1272
0.9.8.106,1788
0.9.29.212,854
0.9.16.100,170
0.9.31.114,1
162.241.123.149,66
0.10.188.85,131
0.9.22.66,892
0.9.35.234,10
198.57.247.231,56
0.9.18.204,22
0.10.164.126,1
0.9.14.179,3
0.9.12.144,78
0.10.159.178,1
0.9.15.50,381
0.9.22.214,84
0.9.17.175,36
0.8.162.85,560
50.87.144.69,51
0.9.12.127,549
0.9.21.47,26
0.8.234.196,140
0.9.16.101,52
0.9.9.254,5
50.87.171.83,6
0.9.8.102,51
0.8.129.5,1072
0.8.140.142,546
0.9.57.227,42
0.9.21.60,1
162.241.173.226,36
0.9.17.135,56
0.9.15.149,13
0.9.12.209,3
0.8.130.23,98
0.9.18.124,19
0.9.22.227,93
0.9.34.51,1
0.9.22.83,14
0.10.160.152,2
0.9.17.242,26
0.9.13.231,15
0.9.25.140,4
0.9.109.195,1
0.9.13.223,84
0.9.21.239,14
50.87.144.17,66
0.9.22.178,43
0.8.120.69,163
0.9.21.118,1
0.9.60.220,28
0.9.18.134,1
0.10.99.109,13
0.9.6.196,105
0.10.218.227,61
0.9.17.145,15
0.9.35.3,1
0.8.124.241,1156
0.9.22.109,23
0.9.20.38,29
173.254.91.101,18
0.9.63.217,3
0.9.74.42,8
67.20.76.89,16
0.9.24.180,1
0.9.26.129,50
0.9.22.92,7
50.87.144.121,60
0.9.20.52,100
0.9.25.52,162
0.9.30.248,3
67.20.76.223,16
0.9.20.36,26
0.8.115.224,631
0.9.34.88,76
0.8.125.30,985
0.9.124.78,28
192.185.4.90,75
0.9.23.69,18
0.9.23.182,276
0.9.22.193,46
0.11.105.204,129
0.9.28.16,6
0.9.136.184,13
0.9.26.24,8
0.9.31.9,5
0.9.18.219,2
0.8.172.135,153
0.8.143.38,728
0.8.146.232,782
0.9.28.89,12
0.9.42.72,8
0.9.30.160,1
0.9.24.162,3
0.9.26.11,236
0.9.35.21,282
0.9.34.82,126
0.9.22.183,16
0.9.58.136,41
0.8.173.17,543
0.9.61.143,10
50.87.224.159,149
0.11.106.185,2
0.9.24.91,25
0.9.27.177,12
0.10.29.179,11
0.9.16.233,119
0.9.30.105,20
0.9.156.231,8
0.9.19.11,126
0.9.24.105,120
0.9.21.135,1
0.9.23.117,19
0.9.23.185,237
0.8.122.169,833
0.9.24.79,2
0.9.37.43,9
0.9.31.151,29
0.9.8.83,3
50.87.170.180,45
0.9.26.171,1
0.10.39.130,37
0.9.26.250,1
0.9.35.168,1
0.8.253.42,528
0.8.227.152,457
0.9.25.156,18
0.8.174.43,544
0.9.25.98,120
0.9.28.134,18
0.9.24.131,6
0.9.44.251,69
50.87.171.175,4
0.9.60.230,36
0.9.210.194,558
69.89.20.134,30
0.9.30.135,14
0.9.28.59,1
162.241.253.159,6
0.9.29.71,5
0.11.110.189,1
0.10.157.179,1
0.9.36.35,22
0.9.4.99,535
0.9.58.222,1
0.8.136.96,828
162.241.244.70,68
0.9.30.249,8
198.57.247.205,65
0.9.31.119,2
67.20.76.53,88
0.9.31.158,188
0.9.33.131,5
0.10.165.159,14
0.9.76.232,11
0.9.110.12,114
192.185.4.25,68
162.241.252.161,5
0.9.23.103,127
0.9.121.231,1
50.87.144.55,65
0.9.32.177,19
0.9.28.104,14
0.9.93.110,34
0.9.46.160,22
0.9.40.217,1
0.8.212.7,245
0.9.34.18,36
0.9.35.224,85
0.9.55.98,17
0.9.27.71,5
0.9.27.233,128
0.9.30.178,277
0.9.104.189,1
0.9.34.247,41
70.40.220.138,19
0.8.103.204,963
0.9.140.77,1
0.8.161.147,219
0.9.37.105,1
0.9.48.41,9
0.9.41.159,1
0.8.155.58,159
0.8.169.235,488
0.9.38.172,11
0.9.37.181,30
0.9.36.37,96
103.5.141.147,1
173.254.31.34,35
0.9.33.201,6
0.8.224.231,426
0.9.35.226,7
50.87.144.105,59
0.8.206.142,532
0.9.95.53,36
50.87.144.165,58
0.9.33.199,2
0.8.124.104,257
0.9.74.16,206
0.9.31.104,58
0.9.42.51,90
119.18.54.127,5
0.9.41.135,5
0.9.137.122,1
0.9.29.195,23
0.8.138.46,928
0.9.36.222,66
0.8.146.209,450
0.9.46.222,3
162.241.16.17,66
0.8.202.57,11
0.8.137.102,930
0.8.223.48,390
50.116.84.53,9
162.241.252.146,6
0.8.216.162,257
108.167.189.38,54
0.9.57.99,50
162.241.85.13,68
0.8.128.110,85
0.9.41.195,4
0.11.116.88,239
0.9.34.246,1
0.9.42.234,90
0.8.146.248,33
0.8.125.243,904
0.8.160.214,829
0.9.36.153,6
0.8.121.55,1269
108.167.157.133,9
0.9.119.247,1
0.9.127.218,1
192.185.4.124,74
0.9.37.146,2
0.8.153.42,81
162.241.194.163,11
0.9.62.125,36
203.252.0.221,39
162.144.176.137,31
50.87.226.16,47
0.9.101.240,279
0.9.38.217,72
0.9.39.120,2
162.241.224.128,7
0.9.34.63,87
0.9.49.118,2
0.8.192.22,270
0.9.39.133,43
0.9.31.163,4
0.9.39.75,15
0.8.194.10,697
0.9.49.159,1
20.230.157.46,36
0.9.37.104,5
0.8.134.137,947
0.9.47.68,10
67.20.113.110,130
0.9.40.13,121
0.8.121.119,302
0.9.42.91,14
0.9.45.192,8
0.9.56.128,9
0.9.65.107,1
0.9.41.178,79
0.9.47.26,9
0.11.124.57,15
0.9.44.110,145
0.9.225.49,1
173.254.29.76,75
0.10.207.116,1
0.9.46.76,9
0.10.184.111,10
0.9.50.197,3
108.179.200.155,36
0.9.66.125,1
0.9.48.234,5
0.8.128.223,914
0.9.55.76,33
0.9.45.249,20
0.9.57.45,30
0.9.47.123,1
50.87.179.106,59
0.8.189.71,239
0.9.70.12,1
0.9.127.248,98
50.87.144.32,57
0.10.213.4,35
50.87.144.56,46
0.8.224.159,88
0.9.39.56,2
0.9.48.245,1
0.9.61.23,1
0.9.43.211,29
50.87.144.49,60
0.9.24.59,10
0.9.44.250,1
0.9.53.254,62
198.57.247.188,70
50.87.144.48,55
0.9.13.209,411
173.254.104.65,129
0.9.74.92,2
0.10.4.56,55
0.9.115.30,881
0.9.54.206,338
192.254.250.17,64
0.9.50.40,68
108.167.189.105,16
108.167.165.243,8
0.9.48.55,11
0.9.44.150,314
0.9.108.58,1
108.167.157.47,7
0.10.234.121,1
0.10.239.108,120
0.9.53.184,147
0.9.51.81,148
0.9.43.100,16831
0.10.176.243,10571
0.8.128.164,595
0.8.175.164,189
0.9.48.97,1
108.167.189.36,54
0.9.47.88,6
0.10.195.49,9
0.9.42.108,114
0.8.159.37,880
50.87.144.98,72
50.87.253.224,79
0.8.216.19,357
0.9.52.1,1
0.9.52.185,26
0.9.52.11,2
50.87.253.182,167
173.254.104.88,121
0.9.51.109,21
162.241.253.189,4
0.9.45.174,125
0.9.22.197,9
192.185.4.12,73
0.9.130.169,38
0.9.55.39,3
0.9.58.229,42
0.9.37.151,26
0.11.134.161,1
0.11.134.186,1
0.9.62.205,2
0.9.44.13,53
0.8.111.172,862
0.9.53.81,20
0.9.81.9,1
0.9.51.255,99
0.9.75.112,1
50.87.144.54,60
0.9.57.73,125
0.9.53.100,1
0.11.135.20,1
0.9.51.111,3
50.87.253.98,117
0.9.82.32,1
0.9.50.180,94
0.9.95.67,2
108.167.189.17,45
0.9.48.86,7
0.9.55.9,1
0.9.54.108,8
0.9.54.48,3
0.9.51.121,1
0.10.209.124,1
0.9.42.13,727
198.57.247.129,58
0.8.222.106,37
0.9.56.111,35
0.9.55.214,5
0.9.52.78,5
0.11.136.226,2
0.9.46.225,411
198.57.247.230,47
0.9.52.247,26
67.20.76.169,13
0.9.62.12,18
0.9.58.122,89
0.9.79.42,2
0.9.59.211,2
192.185.4.48,50
198.57.247.178,58
0.8.167.210,967
0.10.190.174,1
0.9.60.128,1
0.9.73.131,16
0.9.62.168,1
0.10.189.177,1
0.9.63.223,6
0.9.66.186,19
0.9.57.38,100
0.9.55.104,88
0.8.219.128,339
162.241.218.232,6
0.8.235.74,355
0.8.122.240,841
0.9.64.165,7
0.9.64.198,148
162.241.225.135,9
0.8.225.182,27
0.9.67.104,1
0.9.96.131,241
173.254.30.205,35
0.9.64.251,13
0.9.16.81,652
0.9.74.109,2
0.9.62.123,152
0.9.231.215,94
0.9.78.96,61
0.8.116.74,910
67.20.114.128,82
0.9.70.241,1
0.9.59.113,13
192.185.4.174,50
162.144.176.179,43
0.9.68.83,346
0.9.58.137,1
0.9.56.92,1
0.9.66.145,5
0.9.62.230,6
69.89.22.71,65
0.9.126.28,1
0.9.63.177,91
0.9.72.59,2
0.9.66.235,4
50.6.160.56,6
0.9.70.148,96
0.9.65.248,61
204.11.56.18,46
0.11.142.100,1
108.167.133.18,73
0.9.82.24,43
0.9.58.141,6
0.8.200.142,535
0.9.58.2,43
0.9.87.237,14
0.9.60.83,5
173.254.28.204,26
0.8.179.87,80
0.8.163.32,12
0.8.181.48,362
0.9.61.174,18
0.9.110.120,1
50.87.253.155,201
0.9.65.247,6
0.9.74.53,1
0.9.80.16,5
0.9.65.53,6
0.8.145.105,74
50.87.144.147,62
0.9.59.10,24
0.11.94.199,19
0.9.65.88,20
198.57.247.154,64
0.8.208.122,1212
0.10.120.243,200
198.57.247.211,57
0.8.123.220,1219
0.9.76.48,1039
0.9.75.100,9
0.10.243.84,9
50.87.142.46,189
0.10.193.252,53
0.9.64.113,8
0.9.58.237,1
0.9.146.157,30
50.87.176.197,203
0.9.147.181,49
108.167.189.15,65
0.9.67.228,245
198.57.247.164,54
0.9.81.183,50
0.8.186.182,502
0.9.102.24,5
0.10.207.137,3
0.9.77.181,2
0.9.71.161,122
0.10.72.250,967
0.9.67.31,42
0.9.103.101,3
0.9.61.185,1
162.241.173.229,36
0.10.205.27,2
0.9.64.217,11
0.9.94.140,23
119.18.54.46,5
162.215.117.176,71
0.9.76.160,4
0.9.70.172,52
0.9.68.37,27
0.9.80.53,1
0.9.83.237,1
0.9.85.37,111
0.9.143.100,13
0.9.66.87,6
0.9.69.5,3
50.87.144.125,77
0.9.108.161,123
0.8.233.95,159
162.241.85.212,70
0.8.197.229,982
0.9.180.137,95
0.9.88.219,5
0.8.115.247,206
0.9.70.14,148
0.9.31.61,62
0.9.89.212,3
0.8.246.105,89
0.9.76.189,17
0.11.152.162,2
0.9.89.160,7
0.8.243.202,1281
50.87.253.146,156
0.9.75.193,5
0.10.214.41,8
0.9.74.179,4
0.9.66.178,122
0.9.71.166,67
0.8.110.82,935
0.11.154.149,7
0.9.77.171,1
0.9.70.121,68
0.9.73.37,31
0.8.184.214,357
0.8.128.43,20
162.215.117.184,99
0.9.70.125,234
0.9.70.191,211
74.220.219.198,117
0.9.89.172,1
0.9.154.221,1
192.185.4.111,70
0.9.85.227,1
50.87.253.230,87
0.9.10.192,462
0.9.253.83,19
69.195.108.65,28
0.9.83.238,4
0.8.199.67,7
162.241.173.223,28
0.9.96.130,13
0.9.81.23,35
0.9.87.210,1
0.10.211.114,1
0.8.127.212,946
0.9.79.120,54
0.9.96.227,1
0.9.75.163,2
0.8.103.8,337
0.9.84.104,1
50.87.144.166,48
0.8.155.175,246
0.11.26.181,93
50.87.253.188,141
0.8.200.233,114
0.9.78.111,35
0.9.79.169,60
50.87.253.89,133
0.9.86.169,249
0.9.79.137,3
0.8.232.97,91
0.9.83.20,1
0.9.79.106,40
0.11.161.92,4
0.9.36.127,36
0.9.98.158,71
0.8.140.31,399
0.9.80.189,16
0.8.147.253,253
0.9.85.206,3
162.144.3.180,10
0.8.114.63,976
0.9.82.238,1
0.9.92.193,23
50.87.144.120,57
0.9.77.55,34
67.20.76.190,17
0.9.83.105,163
0.9.84.247,6
0.8.112.96,617
0.8.132.35,863
96.125.174.107,54
0.9.82.230,10
0.9.109.21,183
0.9.80.152,23
162.241.123.21,71
0.9.79.210,70
0.9.82.223,49
0.8.108.207,22
50.87.232.239,34
0.8.244.145,48
0.11.160.210,260
0.9.83.66,11
0.9.85.170,73
0.9.94.43,1
0.9.89.225,52
0.10.67.11,25
0.9.83.159,12
0.9.100.45,1
0.9.79.167,2
0.9.164.210,45
0.8.222.121,229
0.9.179.248,237
0.9.95.11,17
0.9.88.18,6
0.9.88.105,144
50.87.196.120,7
0.10.217.244,1
0.9.83.41,32
0.9.179.159,1
0.8.190.146,906
192.254.250.163,63
0.9.89.85,127
0.9.85.228,9
0.9.147.204,43
0.8.253.205,96
0.9.90.230,133
0.8.117.115,894
69.195.79.234,98
0.10.222.31,1
0.9.115.20,1
0.9.84.172,31
0.9.97.91,28
0.9.54.22,87
67.222.38.70,83
0.8.121.155,900
0.9.78.213,2
0.9.96.180,1
0.9.105.192,5
0.9.90.222,10
0.9.96.16,862
0.9.94.175,2
0.8.154.92,34
0.9.102.240,1
0.10.222.202,1
0.9.86.94,11
0.8.149.252,874
0.9.102.23,237
0.9.88.191,9
0.9.92.60,1
173.254.31.42,32
0.10.223.183,2
0.9.92.59,73
0.9.87.218,131
0.9.86.118,137
0.9.88.30,19
0.8.202.215,10
0.9.91.142,6
0.9.99.18,15
0.9.17.103,503
0.9.89.23,77
0.9.172.153,32
0.8.115.44,648
0.9.86.183,15
0.10.112.35,180
192.185.4.55,82
0.8.152.254,197
0.9.83.207,35
0.9.96.77,1
0.9.177.199,2
0.8.194.122,60
0.9.89.148,4
0.9.89.2,92
192.168.8.1,9
0.9.99.185,5
0.8.245.133,380
0.9.113.72,15
50.87.186.52,5
0.10.222.30,1
0.9.90.167,4
0.8.111.134,584
0.8.122.6,165
67.222.39.89,85
0.8.200.178,2
0.9.91.223,1
0.9.36.71,140
0.9.90.205,71
0.9.84.171,58
0.9.98.130,18
0.9.92.146,6
50.87.253.137,165
0.9.96.135,4
0.9.93.233,10
162.241.219.200,9
0.9.109.215,55
0.8.141.55,11
0.9.195.215,100
0.10.239.148,1
0.8.235.146,6
0.9.23.56,344
0.9.115.167,5
0.9.174.70,1
0.9.101.192,3
0.9.91.185,7
0.9.102.186,1
0.9.98.95,90
198.57.247.233,53
0.8.196.40,345
0.9.104.63,66
0.9.95.103,82
0.10.134.143,109
0.9.157.86,8
0.9.109.2,155
0.8.197.102,29
0.8.227.60,119
67.20.113.97,74
0.9.95.215,102
0.9.51.193,245
0.8.247.45,15
0.9.84.102,32
192.185.4.121,78
0.8.132.32,344
0.9.108.225,4
0.9.207.169,2
0.9.99.79,108
0.8.154.28,94
0.9.91.38,128
0.9.156.72,28
0.9.193.121,1
0.9.92.149,95
0.11.23.237,1
0.9.100.172,1
192.185.4.115,60
0.9.99.130,69
96.125.174.28,277
50.87.224.36,11
50.116.89.2,7
0.9.115.6,1
0.9.111.115,198
0.9.113.217,53
0.8.112.81,881
0.10.183.70,55
0.9.133.114,7
0.9.89.236,2
0.8.108.230,448
0.9.98.160,3
0.9.108.7,15
0.8.230.231,254
0.9.98.163,23
0.8.192.26,401
0.9.101.103,5
0.9.109.66,1
0.9.102.19,10
0.9.97.5,34
0.9.111.160,34
0.8.230.61,312
162.241.216.104,7
0.9.100.111,3
0.9.154.110,16
0.9.119.183,27
0.11.182.223,6
192.185.4.107,75
0.9.112.3,13
0.9.103.220,25
0.8.173.114,277
0.10.247.22,24
173.254.88.30,192
0.8.247.1,80
0.9.109.218,2
0.10.249.155,10
0.9.139.219,5
0.8.228.82,25
0.9.121.56,10
50.87.144.145,57
0.9.109.64,10
0.9.124.32,8
0.8.106.145,1287
108.179.246.163,6
0.9.111.154,21
192.254.250.16,50
0.9.209.23,1
0.9.108.143,25
0.9.110.10,15
0.9.100.211,34
0.8.116.157,898
0.9.169.54,91
0.9.107.184,8
0.9.109.16,518
0.9.201.40,3
162.241.218.34,6
0.9.106.27,88
0.9.107.132,39
67.20.113.139,89
0.9.136.2,23
0.9.110.162,31
0.9.147.53,1
0.9.121.232,3
0.8.165.6,517
0.10.88.54,102
173.254.30.55,31
0.9.113.113,153
0.9.122.103,2
0.9.113.116,2
0.9.150.9,24
0.9.109.99,1
173.254.104.106,130
0.8.182.8,1180
0.9.133.141,1
0.11.24.89,1
0.9.115.80,24
198.57.247.145,53
